family_id,bairro,rua,localidade_tipo,n_membros,renda_total,renda_per_capita,recebe_bolsa_familia,recebe_bpc,tem_deficiencia,idade_responsavel,escolaridade_responsavel,tipo_moradia,agua,esgoto,sem_registro,nis_fake,lat,lon,faixa_renda,faixa_etaria_responsavel
FAM00336,SÃO JOÃO,TRAVESSA DO SOL,RURAL,5,875,175.0,1,0,0,48,FUNDAMENTAL INCOMPLETO,PALHA,Poço,Vala a céu aberto,0,NIS100336,-3.617713,-39.510475,POBREZA,ADULTO (31-60)
FAM00337,OURO,TRAVESSA DO SOL - OURO,RURAL,2,494,247.0,0,0,0,64,SUPERIOR INCOMPLETO,TAIPA REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100337,-3.626143,-39.512578,BAIXA RENDA,IDOSO (60+)
FAM00338,BELMONTE,RUA DO COMÉRCIO - BELMONTE,RURAL,3,1077,359.0,0,0,0,18,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Vala a céu aberto,0,NIS100338,-3.630256,-39.508512,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00339,SANTA MARIA,RUA 7 DE SETEMBRO - SANTA MARIA,RURAL,2,294,147.0,1,0,0,38,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,0,NIS100339,-3.622404,-39.507235,POBREZA,ADULTO (31-60)
FAM00340,AÇUDE DOS VIANAS,RUA DO MERCADO - AÇUDE DOS VIANAS,RURAL,5,1250,250.0,0,0,0,62,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Poço,Vala a céu aberto,0,NIS100340,-3.626742,-39.503239,BAIXA RENDA,IDOSO (60+)
FAM00341,BELA VISTA,RUA NOSSA SENHORA,URBANA,6,1941,323.5,1,0,0,22,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100341,-3.620815,-39.502882,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00342,NOVO ANGELIM,RUA NOVA,URBANA,4,208,52.0,1,0,0,54,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100342,-3.625266,-39.503174,EXTREMA POBREZA,ADULTO (31-60)
FAM00343,ITAMARATY,RUA NOSSA SENHORA,URBANA,3,266,88.67,0,0,0,30,FUNDAMENTAL COMPLETO,OUTRA,Cisterna,Rede coletora,0,NIS100343,-3.620797,-39.500958,EXTREMA POBREZA,ADULTO (31-60)
FAM00344,CASINHAS,RUA JOSÉ DE ALENCAR,URBANA,3,392,130.67,1,0,0,32,SUPERIOR COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100344,-3.62661,-39.500874,POBREZA,ADULTO (31-60)
FAM00345,ÁGUA FRIA,RUA DA IGREJA - ÁGUA FRIA,RURAL,6,2437,406.17,0,0,0,35,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,0,NIS100345,-3.629877,-39.500618,BAIXA RENDA,ADULTO (31-60)
FAM00346,BELMONTE,RUA DO MERCADO - BELMONTE,RURAL,6,2338,389.67,1,0,0,21,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100346,-3.630846,-39.510462,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00347,BELA VISTA,RUA JOSÉ DE ALENCAR,URBANA,6,388,64.67,1,1,0,56,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100347,-3.621169,-39.501099,EXTREMA POBREZA,ADULTO (31-60)
FAM00348,BAIXA GRANDE,RUA NOSSA SENHORA - BAIXA GRANDE,RURAL,5,145,29.0,1,0,0,47,FUNDAMENTAL INCOMPLETO,PALHA,Cisterna,Fossa rudimentar,0,NIS100348,-3.630561,-39.50623,EXTREMA POBREZA,ADULTO (31-60)
FAM00349,ALTO SÃO JOÃO,RUA DO CRUZEIRO,URBANA,4,5955,1488.75,0,0,0,33,SUPERIOR INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100349,-3.625536,-39.500878,ACIMA 1/2 SM,ADULTO (31-60)
FAM00350,PARAÍSO,RUA DA IGREJA - PARAÍSO,RURAL,4,187,46.75,1,0,0,43,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100350,-3.62337,-39.511563,EXTREMA POBREZA,ADULTO (31-60)
FAM00351,LAJEDOS,AVENIDA CENTRAL - LAJEDOS,URBANA,8,162,20.25,1,0,0,55,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Rede coletora,0,NIS100351,-3.624917,-39.503574,EXTREMA POBREZA,ADULTO (31-60)
FAM00352,ALTO SÃO JOÃO,RUA SÃO PEDRO - ALTO SÃO JOÃO,URBANA,3,1105,368.33,0,0,1,57,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100352,-3.624336,-39.500978,BAIXA RENDA,ADULTO (31-60)
FAM00353,CASINHAS,TRAVESSA DO SOL - CASINHAS,URBANA,5,319,63.8,0,0,0,43,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100353,-3.625864,-39.499928,EXTREMA POBREZA,ADULTO (31-60)
FAM00354,SÍTIO PIRAPORA,RUA DO MERCADO - SÍTIO PIRAPORA,RURAL,7,766,109.43,1,0,1,49,FUNDAMENTAL INCOMPLETO,PALHA,Cisterna,Fossa rudimentar,0,NIS100354,-3.62063,-39.505398,POBREZA,ADULTO (31-60)
FAM00355,PEDRA FURADA,RUA JOSÉ DE ALENCAR,RURAL,1,79,79.0,1,0,0,71,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100355,-3.622817,-39.508217,EXTREMA POBREZA,IDOSO (60+)
FAM00356,ITAMARATY,RUA 7 DE SETEMBRO,URBANA,4,586,146.5,0,0,0,32,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Poço,Vala a céu aberto,0,NIS100356,-3.621069,-39.500561,POBREZA,ADULTO (31-60)
FAM00357,ALTO SÃO JOÃO,RUA JOSÉ DE ALENCAR,URBANA,6,834,139.0,1,0,0,36,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100357,-3.624616,-39.50112,POBREZA,ADULTO (31-60)
FAM00358,ANGELIM,RUA NOSSA SENHORA,URBANA,4,412,103.0,0,0,0,27,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Poço,Rede coletora,0,NIS100358,-3.625154,-39.500803,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00359,BELMONTE,RUA DO ESTÁDIO - BELMONTE,RURAL,4,1462,365.5,0,0,0,41,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100359,-3.631179,-39.508842,BAIXA RENDA,ADULTO (31-60)
FAM00360,SANTA MARIA,RUA DA ESCOLA - SANTA MARIA,RURAL,2,90,45.0,0,0,0,36,NÃO SABE LER/ESCREVER,TAIPA REVESTIDA,Poço,Fossa séptica,0,NIS100360,-3.622179,-39.509905,EXTREMA POBREZA,ADULTO (31-60)
FAM00361,SÍTIO OITICICA,RUA NOSSA SENHORA - SÍTIO OITICICA,RURAL,5,468,93.6,0,0,1,37,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100361,-3.617903,-39.507429,EXTREMA POBREZA,ADULTO (31-60)
FAM00362,CASINHAS,RUA JOSÉ DE ALENCAR,URBANA,2,480,240.0,0,0,0,23,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Vala a céu aberto,0,NIS100362,-3.625951,-39.501076,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00363,ALTO DA COLINA,RUA DA ESCOLA - ALTO DA COLINA,URBANA,1,516,516.0,0,0,0,62,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100363,-3.62224,-39.503825,BAIXA RENDA,IDOSO (60+)
FAM00364,MUNDAÚ,RUA PRINCIPAL,RURAL,4,237,59.25,0,0,0,37,MÉDIO COMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100364,-3.623697,-39.508421,EXTREMA POBREZA,ADULTO (31-60)
FAM00365,ANGELIM,RUA NOVA,URBANA,2,192,96.0,1,1,1,30,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100365,-3.619757,-39.500226,EXTREMA POBREZA,ADULTO (31-60)
FAM00366,ANGELIM,AVENIDA CENTRAL - ANGELIM,URBANA,2,1077,538.5,0,0,0,18,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Rede coletora,0,NIS100366,-3.62184,-39.500212,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00367,CARRAPATO,RUA DO MERCADO,RURAL,5,324,64.8,1,0,0,33,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,0,NIS100367,-3.629952,-39.512599,EXTREMA POBREZA,ADULTO (31-60)
FAM00368,CASINHAS,RUA PRINCIPAL - CASINHAS,URBANA,4,392,98.0,1,0,0,28,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Poço,Rede coletora,0,NIS100368,-3.627316,-39.501043,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00369,ITAMARATY,RUA DO COMÉRCIO,URBANA,2,1634,817.0,0,0,0,18,SUPERIOR INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100369,-3.618537,-39.500354,ACIMA 1/2 SM,ADULTO JOVEM (19-30)
FAM00370,BELMONTE,TRAVESSA DO SOL,RURAL,2,887,443.5,0,0,0,54,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100370,-3.631373,-39.507899,BAIXA RENDA,ADULTO (31-60)
FAM00371,ITAMARATY,RUA 7 DE SETEMBRO,URBANA,2,699,349.5,0,0,1,42,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100371,-3.620941,-39.501994,BAIXA RENDA,ADULTO (31-60)
FAM00372,BARREIROS,RUA PRINCIPAL - BARREIROS,RURAL,5,1951,390.2,0,0,0,47,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Vala a céu aberto,0,NIS100372,-3.629301,-39.50674,BAIXA RENDA,ADULTO (31-60)
FAM00373,JENIPAPO,TRAVESSA DO SOL,RURAL,3,602,200.67,0,0,0,36,FUNDAMENTAL INCOMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100373,-3.624784,-39.512999,POBREZA,ADULTO (31-60)
FAM00374,VOLTA,RUA DA IGREJA - VOLTA,URBANA,5,214,42.8,1,0,0,28,SUPERIOR INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100374,-3.623528,-39.49887,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00375,ALTO SÃO JOÃO,TRAVESSA DO SOL - ALTO SÃO JOÃO,URBANA,1,653,653.0,0,0,0,66,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100375,-3.624239,-39.501017,BAIXA RENDA,IDOSO (60+)
FAM00376,CENTRO,RUA NOVA - CENTRO,URBANA,3,519,173.0,0,0,0,45,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100376,-3.621639,-39.504228,POBREZA,ADULTO (31-60)
FAM00377,NOVO ANGELIM,TRAVESSA DO SOL - NOVO ANGELIM,URBANA,3,53,17.67,1,0,0,18,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100377,-3.623639,-39.502855,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00378,SÍTIO OITICICA,RUA SÃO PEDRO,RURAL,4,323,80.75,1,0,0,42,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Fossa séptica,0,NIS100378,-3.618396,-39.505484,EXTREMA POBREZA,ADULTO (31-60)
FAM00379,SÃO JOÃO,RUA FRANCISCO FERREIRA FONTENELES - SÃO JOÃO,RURAL,4,271,67.75,0,0,1,18,MÉDIO COMPLETO,PALHA,Cisterna,Fossa rudimentar,0,NIS100379,-3.61697,-39.508861,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00380,LAJEDOS,TRAVESSA DO SOL - LAJEDOS,URBANA,6,157,26.17,1,0,0,35,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Fossa séptica,0,NIS100380,-3.626957,-39.504045,EXTREMA POBREZA,ADULTO (31-60)
FAM00381,OURO,RUA FRANCISCO FERREIRA FONTENELES,RURAL,3,2058,686.0,0,0,0,51,SUPERIOR INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa séptica,0,NIS100381,-3.623017,-39.509059,BAIXA RENDA,ADULTO (31-60)
FAM00382,FERRÃO,RUA DA ESCOLA - FERRÃO,RURAL,2,1457,728.5,0,0,0,44,SUPERIOR COMPLETO,TAIPA NÃO REVESTIDA,Poço,Vala a céu aberto,0,NIS100382,-3.625055,-39.509967,ACIMA 1/2 SM,ADULTO (31-60)
FAM00383,SÍTIO OITICICA,TRAVESSA DO SOL - SÍTIO OITICICA,RURAL,5,519,103.8,0,0,0,32,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Cisterna,Fossa séptica,0,NIS100383,-3.620254,-39.506509,EXTREMA POBREZA,ADULTO (31-60)
FAM00384,NOVO ANGELIM,RUA DA IGREJA - NOVO ANGELIM,URBANA,4,4045,1011.25,0,0,0,37,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100384,-3.62575,-39.503829,ACIMA 1/2 SM,ADULTO (31-60)
FAM00385,SERRA DO SÍTIO,RUA 7 DE SETEMBRO - SERRA DO SÍTIO,RURAL,3,274,91.33,0,0,0,50,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100385,-3.620887,-39.506527,EXTREMA POBREZA,ADULTO (31-60)
FAM00386,CASINHAS,RUA NOSSA SENHORA - CASINHAS,URBANA,6,330,55.0,0,0,1,34,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100386,-3.625912,-39.499766,EXTREMA POBREZA,ADULTO (31-60)
FAM00387,RETIRO,RUA DO MERCADO - RETIRO,RURAL,2,1011,505.5,0,0,0,25,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100387,-3.619516,-39.508775,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00388,ALTO DA COLINA,RUA JOSÉ DE ALENCAR - ALTO DA COLINA,URBANA,3,4895,1631.67,0,0,0,51,NÃO SABE LER/ESCREVER,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100388,-3.622616,-39.504957,ACIMA 1/2 SM,ADULTO (31-60)
FAM00389,ALTO DA COLINA,RUA DA ESCOLA - ALTO DA COLINA,URBANA,5,77,15.4,1,0,1,57,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100389,-3.621885,-39.505639,EXTREMA POBREZA,ADULTO (31-60)
FAM00390,JENIPAPO,RUA JOSÉ DE ALENCAR,RURAL,5,620,124.0,1,0,0,33,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100390,-3.627009,-39.512189,POBREZA,ADULTO (31-60)
FAM00391,CENTRO,TRAVESSA DO SOL - CENTRO,URBANA,6,1212,202.0,0,0,0,76,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100391,-3.621434,-39.504122,POBREZA,IDOSO (60+)
FAM00392,VOLTA,RUA DO CRUZEIRO - VOLTA,URBANA,2,230,115.0,1,0,0,50,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100392,-3.622812,-39.498478,POBREZA,ADULTO (31-60)
FAM00393,NOVO ANGELIM,RUA 7 DE SETEMBRO,URBANA,4,705,176.25,1,0,1,29,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100393,-3.623398,-39.503406,POBREZA,ADULTO JOVEM (19-30)
FAM00394,ITAMARATY,RUA DO ESTÁDIO - ITAMARATY,URBANA,6,651,108.5,1,0,0,51,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100394,-3.620613,-39.501398,POBREZA,ADULTO (31-60)
FAM00395,ALTO SÃO JOÃO,RUA DO MERCADO - ALTO SÃO JOÃO,URBANA,3,746,248.67,0,0,0,46,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100395,-3.626623,-39.50078,BAIXA RENDA,ADULTO (31-60)
FAM00396,ITAMARATY,RUA SÃO PEDRO - ITAMARATY,URBANA,5,783,156.6,1,0,0,36,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100396,-3.619174,-39.50006,POBREZA,ADULTO (31-60)
FAM00397,CASINHAS,RUA FRANCISCO FERREIRA FONTENELES,URBANA,5,1351,270.2,0,0,0,34,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100397,-3.626123,-39.499611,BAIXA RENDA,ADULTO (31-60)
FAM00398,NOVO ANGELIM,RUA SÃO PEDRO - NOVO ANGELIM,URBANA,5,636,127.2,1,0,0,45,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100398,-3.625175,-39.503205,POBREZA,ADULTO (31-60)
FAM00399,LAJEDOS,RUA DO CRUZEIRO - LAJEDOS,URBANA,7,419,59.86,1,0,0,61,FUNDAMENTAL INCOMPLETO,MADEIRA,Rede geral,Rede coletora,0,NIS100399,-3.624694,-39.503615,EXTREMA POBREZA,IDOSO (60+)
FAM00400,CENTRO,RUA PRINCIPAL,URBANA,5,116,23.2,1,0,0,32,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100400,-3.622566,-39.505124,EXTREMA POBREZA,ADULTO (31-60)
FAM00401,NOVO ANGELIM,RUA DO COMÉRCIO - NOVO ANGELIM,URBANA,5,729,145.8,1,0,0,37,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100401,-3.624645,-39.505594,POBREZA,ADULTO (31-60)
FAM00402,ALTO SÃO JOÃO,RUA DO COMÉRCIO - ALTO SÃO JOÃO,URBANA,5,711,142.2,1,0,0,46,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100402,-3.625226,-39.502432,POBREZA,ADULTO (31-60)
FAM00403,CENTRO,RUA DA ESCOLA - CENTRO,URBANA,3,56,18.67,1,0,0,23,MÉDIO COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100403,-3.62289,-39.504694,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00404,NOVO ANGELIM,AVENIDA CENTRAL,URBANA,6,428,71.33,1,0,0,67,FUNDAMENTAL COMPLETO,OUTRA,Cisterna,Rede coletora,0,NIS100404,-3.623528,-39.50337,EXTREMA POBREZA,IDOSO (60+)
FAM00405,BARREIROS,RUA JOSÉ DE ALENCAR - BARREIROS,RURAL,3,187,62.33,1,0,0,47,SUPERIOR COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa rudimentar,0,NIS100405,-3.629877,-39.506887,EXTREMA POBREZA,ADULTO (31-60)
FAM00406,VOLTA,AVENIDA CENTRAL,URBANA,6,1317,219.5,1,0,0,21,FUNDAMENTAL INCOMPLETO,MADEIRA,Rede geral,Rede coletora,0,NIS100406,-3.6246,-39.499834,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00407,NOVO ANGELIM,RUA DA ESCOLA,URBANA,4,594,148.5,1,0,0,31,FUNDAMENTAL INCOMPLETO,MADEIRA,Rede geral,Rede coletora,0,NIS100407,-3.624752,-39.505369,POBREZA,ADULTO (31-60)
FAM00408,SÍTIO OITICICA,RUA DO ESTÁDIO,RURAL,3,204,68.0,0,0,0,36,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Rede geral,Vala a céu aberto,1,NIS100408,-3.619995,-39.508329,EXTREMA POBREZA,ADULTO (31-60)
FAM00409,NOVO ANGELIM,RUA DA ESCOLA - NOVO ANGELIM,URBANA,1,151,151.0,0,0,0,53,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Poço,Fossa séptica,0,NIS100409,-3.62522,-39.503934,POBREZA,ADULTO (31-60)
FAM00410,BELA VISTA,RUA JOSÉ DE ALENCAR,URBANA,4,909,227.25,0,0,0,40,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100410,-3.621344,-39.503102,BAIXA RENDA,ADULTO (31-60)
FAM00411,CENTRO,RUA 7 DE SETEMBRO - CENTRO,URBANA,7,83,11.86,1,0,0,38,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100411,-3.622167,-39.505126,EXTREMA POBREZA,ADULTO (31-60)
FAM00412,PEDRA FURADA,RUA FRANCISCO FERREIRA FONTENELES - PEDRA FURADA,RURAL,5,47,9.4,0,0,0,23,NÃO SABE LER/ESCREVER,PALHA,Poço,Fossa rudimentar,0,NIS100412,-3.622973,-39.508747,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00413,VOLTA,RUA NOVA - VOLTA,URBANA,6,1748,291.33,0,0,0,25,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100413,-3.623247,-39.500818,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00414,SANTA MARIA,RUA PRINCIPAL,RURAL,6,279,46.5,1,0,0,18,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Poço,Vala a céu aberto,0,NIS100414,-3.621278,-39.508051,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00415,CENTRO,RUA NOSSA SENHORA,URBANA,1,733,733.0,0,0,0,36,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100415,-3.62265,-39.505238,ACIMA 1/2 SM,ADULTO (31-60)
FAM00416,CENTRO,RUA NOVA,URBANA,3,404,134.67,1,0,0,32,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Vala a céu aberto,0,NIS100416,-3.62285,-39.50498,POBREZA,ADULTO (31-60)
FAM00417,BARREIROS,RUA DO ESTÁDIO - BARREIROS,RURAL,4,148,37.0,1,0,0,71,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100417,-3.62935,-39.50641,EXTREMA POBREZA,IDOSO (60+)
FAM00418,AÇUDE DOS VIANAS,RUA SÃO PEDRO - AÇUDE DOS VIANAS,RURAL,3,1273,424.33,1,0,0,41,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa rudimentar,0,NIS100418,-3.627453,-39.501911,BAIXA RENDA,ADULTO (31-60)
FAM00419,BAIXA GRANDE,RUA NOVA,RURAL,2,335,167.5,1,0,0,43,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100419,-3.629183,-39.503987,POBREZA,ADULTO (31-60)
FAM00420,ITAMARATY,RUA JOSÉ DE ALENCAR,URBANA,3,349,116.33,1,0,0,63,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100420,-3.620955,-39.500276,POBREZA,IDOSO (60+)
FAM00421,BELA VISTA,RUA SÃO PEDRO - BELA VISTA,URBANA,6,134,22.33,0,0,0,51,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100421,-3.619816,-39.502787,EXTREMA POBREZA,ADULTO (31-60)
FAM00422,BARREIROS,RUA JOSÉ DE ALENCAR - BARREIROS,RURAL,5,1066,213.2,1,0,0,44,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100422,-3.629498,-39.508828,BAIXA RENDA,ADULTO (31-60)
FAM00423,SÃO JOÃO,RUA DA ESCOLA - SÃO JOÃO,RURAL,4,855,213.75,1,0,0,47,FUNDAMENTAL COMPLETO,PALHA,Poço,Vala a céu aberto,0,NIS100423,-3.618462,-39.508173,BAIXA RENDA,ADULTO (31-60)
FAM00424,VOLTA,RUA DO COMÉRCIO,URBANA,5,370,74.0,1,0,0,49,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100424,-3.623589,-39.499353,EXTREMA POBREZA,ADULTO (31-60)
FAM00425,RETIRO,RUA SÃO PEDRO - RETIRO,RURAL,3,448,149.33,0,0,0,19,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100425,-3.620141,-39.51313,POBREZA,ADULTO JOVEM (19-30)
FAM00426,SERRA DO SÍTIO,RUA 7 DE SETEMBRO,RURAL,3,571,190.33,1,0,0,52,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Fossa séptica,0,NIS100426,-3.62092,-39.507479,POBREZA,ADULTO (31-60)
FAM00427,APERTADA HORA,RUA NOSSA SENHORA,RURAL,3,518,172.67,0,0,0,26,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa rudimentar,0,NIS100427,-3.628826,-39.506357,POBREZA,ADULTO JOVEM (19-30)
FAM00428,ITAMARATY,RUA DA ESCOLA,URBANA,4,637,159.25,0,0,0,43,SUPERIOR INCOMPLETO,MADEIRA,Rede geral,Rede coletora,0,NIS100428,-3.620306,-39.500046,POBREZA,ADULTO (31-60)
FAM00429,BELA VISTA,RUA SÃO PEDRO - BELA VISTA,URBANA,1,80,80.0,0,0,0,49,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa séptica,0,NIS100429,-3.619858,-39.502427,EXTREMA POBREZA,ADULTO (31-60)
FAM00430,CENTRO,RUA DO MERCADO,URBANA,6,405,67.5,1,0,0,47,SUPERIOR INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100430,-3.622242,-39.505841,EXTREMA POBREZA,ADULTO (31-60)
FAM00431,ANGELIM,RUA SÃO PEDRO - ANGELIM,URBANA,3,540,180.0,0,0,0,46,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100431,-3.622496,-39.502578,POBREZA,ADULTO (31-60)
